СВОДКА ПО РАССЫЛКЕ
Дата отчета;13.02.2026 20:29 МСК

Показатель;Значение
Всего групп в базе;694
Успешно отправлено;458
Не удалось отправить (нет прав);41
Вышли из групп;301
Сейчас в группах (joined);198
Не вошли - истекшие ссылки;59
Не вошли - FloodWait (лимит Telegram);57
Не вошли - другие ошибки;8
В очереди (pending);71


УСПЕШНЫЕ ОТПРАВКИ
N;Группа;Город;Адрес;Ссылка на группу;Ссылка на сообщение;Дата и время отправки
15;Октябрьский пр-кт, 162;;https://t.me/+eO7AVOMU578xNTli;You can't write in this chat (caused by SendMediaRequest)
16;Октябрьский пр-кт, 164;;https://t.me/+1x-qqBrhET0xZjky;The channel specified is private and you lack permission to access it. Another reason may be that yo
17;Октябрьский пр-кт, 170/7;;https://t.me/+MmwUOnHPGcllZmEy;You can't write in this chat (caused by SendMediaRequest)
18;Октябрьский пр-кт, 181;;https://t.me/+yAKWHXfRPBo0NTQy;You can't write in this chat (caused by SendMediaRequest)
19;Октябрьский пр-кт, 189/1;;https://t.me/+eHjsPkc24ehjMzdi;The channel specified is private and you lack permission to access it. Another reason may be that yo
20;Октябрьский пр-кт, 191/2;;https://t.me/+auMtcUyLLegxNTYy;You can't write in this chat (caused by SendMediaRequest)
21;Октябрьский пр-кт, 197;;https://t.me/+zsYD7_7cA843ZGIy;You can't write in this chat (caused by SendMediaRequest)
22;Октябрьский пр-кт, 199;;https://t.me/+H5Cs_nrEnjw3OWJi;You can't write in this chat (caused by SendMediaRequest)
23;Октябрьский пр-кт, 201;;https://t.me/+hVeNJKPXQVQ2YTdi;You can't write in this chat (caused by SendMediaRequest)
24;Октябрьский пр-кт, 203;;https://t.me/+3BCkzm1z2jgzMjMy;You can't write in this chat (caused by SendMediaRequest)
25;Октябрьский пр-кт, 209;;https://t.me/+iuL59FXKHNMyMDQ6;You can't write in this chat (caused by SendMediaRequest)
26;Смирновская ул, 1;;https://t.me/+mzaxOp3pO1lkYTUy;You can't write in this chat (caused by SendMediaRequest)
27;Смирновская ул, 1 А;;https://t.me/+vs_AnFaV2MBhOGZi;The channel specified is private and you lack permission to access it. Another reason may be that yo
28;Смирновская ул, 15;;https://t.me/+lkkQ55yHdDA1YjZi;The channel specified is private and you lack permission to access it. Another reason may be that yo
29;Смирновская ул, 16;;https://t.me/+kkKQWJZdyTRhMGEy;You can't write in this chat (caused by SendMediaRequest)
30;Смирновская ул, 16/179 (Октябрьский пр-кт, 179/16 );;https://t.me/+BadZr1wex-g0YWJi;The channel specified is private and you lack permission to access it. Another reason may be that yo
31;Смирновская ул, 18/20 (Смирновская ул, 20/18 );;https://t.me/+c9rxWVjSc-8xYjgy;You can't write in this chat (caused by SendMediaRequest)
32;Смирновская ул, 19;;https://t.me/+u6FBaE5grrw5Mjg6;You can't write in this chat (caused by SendMediaRequest)
33;Смирновская ул, 21;;https://t.me/+PrqxehW6YtdiMmNi;You can't write in this chat (caused by SendMediaRequest)
34;Смирновская ул, 21 2;;https://t.me/+1JwSMEBRwdlmZjJi;You can't write in this chat (caused by SendMediaRequest)
35;Смирновская ул, 3;;https://t.me/+sRFKcfzh6LNmMzcy;The channel specified is private and you lack permission to access it. Another reason may be that yo
36;Смирновская ул, 30 1;;https://t.me/+yJPXpj1QRyk1NDYy;You can't write in this chat (caused by SendMediaRequest)
37;Смирновская ул, 5;;https://t.me/+31T78DHd_5Y3MTFi;You can't write in this chat (caused by SendMediaRequest)
38;Смирновская ул, 6;;https://t.me/+9FfwRbUDYIFmOTNi;You can't write in this chat (caused by SendMediaRequest)
39;Смирновская ул, 8;;https://t.me/+P4dKZBO207UzNzgy;You can't write in this chat (caused by SendMediaRequest)
40;Красная горка (удалён);;https://t.me/kras_gorka;Chat admin privileges are required to do that in the specified chat (for example, to send a message 
41;Люберецкий ПИК-Комфорт;;https://t.me/lubereckii;Chat admin privileges are required to do that in the specified chat (for example, to send a message 

Итого:;41


ГРУППЫ С ИСТЕКШИМИ ССЫЛКАМИ
N;Ссылка;Город;Адрес
1;https://t.me/+n9lUrMmdeHYzNTE55;;Люберцы г, Малаховка рп, Просечная ул, 20
2;https://t.me/+n9lUrMmdeHYzNTE53;;Люберцы г, Малаховка рп, Пионерская ул, 11
3;https://t.me/+n9lUrMmdeHYzNTE52;;Люберцы г, Малаховка рп, Дачная ул, 7
4;https://t.me/+n9lUrMmdeHYzNTE51;;Люберцы г, Малаховка рп, Дачная ул, 6
5;https://t.me/+n9lUrMmdeHYzNTE48;;Люберцы г, Малаховка рп, 2-й Ломоносовский пр-д, 7
6;https://t.me/+n9lUrMmdeHYzNTE49;;Люберцы г, Малаховка рп, Дачная ул, 4
7;https://t.me/+n9lUrMmdeHYzNTE47;;Люберцы г, Малаховка рп, Электропоселок ул, 11
8;https://t.me/+n9lUrMmdeHYzNTE44;;Люберцы г, Малаховка рп, Электропоселок ул, 2 А
9;https://t.me/+n9lUrMmdeHYzNTE45;;Люберцы г, Малаховка рп, Электропоселок ул, 3 А
10;https://t.me/+n9lUrMmdeHYzNTE42;;Люберцы г, Малаховка рп, Шоссейная ул, 27
11;https://t.me/+n9lUrMmdeHYzNTE43;;Люберцы г, Малаховка рп, Электропоселок ул, 1 А
12;https://t.me/+n9lUrMmdeHYzNTE41;;Люберцы г, Малаховка рп, Электрозаводская ул, 6
13;https://t.me/+n9lUrMmdeHYzNTE39;;Люберцы г, Малаховка рп, Шоссейная ул, 12
14;https://t.me/+n9lUrMmdeHYzNTE40;;Люберцы г, Малаховка рп, Электрозаводская ул, 4
15;https://t.me/+n9lUrMmdeHYzNTE37;;Люберцы г, Малаховка рп, Шоссейная ул, 8
16;https://t.me/+n9lUrMmdeHYzNTE38;;Люберцы г, Малаховка рп, Шоссейная ул, 10
17;https://t.me/+n9lUrMmdeHYzNTE35;;Люберцы г, Малаховка рп, Михневское ш, 15 4
18;https://t.me/+n9lUrMmdeHYzNTE36;;Люберцы г, Малаховка рп, Шоссейная ул, 6
19;https://t.me/+n9lUrMmdeHYzNTE33;;Люберцы г, Малаховка рп, Михневское ш, 15 2
20;https://t.me/+n9lUrMmdeHYzNTE34;;Люберцы г, Малаховка рп, Михневское ш, 15 3
21;https://t.me/+n9lUrMmdeHYzNTE32;;Люберцы г, Малаховка рп, Михневское ш, 15 1
22;https://t.me/+n9lUrMmdeHYzNTE31;;Люберцы г, Малаховка рп, Красная ул, 11
23;https://t.me/+n9lUrMmdeHYzNTE29;;Люберцы г, Малаховка рп, Быковское ш, 26
24;https://t.me/+n9lUrMmdeHYzNTE28;;Люберцы г, Малаховка рп, Быковское ш, 25
25;https://t.me/+n9lUrMmdeHYzNTE26;;Люберцы г, Малаховка рп, Быковское ш, 23
26;https://t.me/+n9lUrMmdeHYzNTE27;;Люберцы г, Малаховка рп, Быковское ш, 24
27;https://t.me/+n9lUrMmdeHYzNTE24;;Люберцы г, Малаховка рп, Быковское ш, 21
28;https://t.me/+n9lUrMmdeHYzNTE25;;Люберцы г, Малаховка рп, Быковское ш, 22
29;https://t.me/+n9lUrMmdeHYzNTE22;;Люберцы г, Малаховка рп, Быковское ш, 19
30;https://t.me/+n9lUrMmdeHYzNTE23;;Люберцы г, Малаховка рп, Быковское ш, 20
31;https://t.me/+n9lUrMmdeHYzNTE21;;Люберцы г, Малаховка рп, Быковское ш, 18
32;https://t.me/+n9lUrMmdeHYzNTE19;;Люберцы г, Малаховка рп, Быковское ш, 16
33;https://t.me/+n9lUrMmdeHYzNTE20;;Люберцы г, Малаховка рп, Быковское ш, 17
34;https://t.me/+n9lUrMmdeHYzNTE17;;Люберцы г, Малаховка рп, Быковское ш, 14
35;https://t.me/+n9lUrMmdeHYzNTE18;;Люберцы г, Малаховка рп, Быковское ш, 15
36;https://t.me/+n9lUrMmdeHYzNTE16;;Люберцы г, Малаховка рп, Быковское ш, 13
37;https://t.me/+n9lUrMmdeHYzNTE14;;Люберцы г, Малаховка рп, Быковское ш, 11
38;https://t.me/+n9lUrMmdeHYzNTE15;;Люберцы г, Малаховка рп, Быковское ш, 12
39;https://t.me/+n9lUrMmdeHYzNTE11;;Люберцы г, Малаховка рп, Быковское ш, 8
40;https://t.me/+n9lUrMmdeHYzNTE12;;Люберцы г, Малаховка рп, Быковское ш, 9
41;https://t.me/+n9lUrMmdeHYzNTE10;;Люберцы г, Малаховка рп, Быковское ш, 7
42;https://t.me/+n9lUrMmdeHYzNTE7;;Люберцы г, Малаховка рп, Быковское ш, 3
43;https://t.me/+n9lUrMmdeHYzNTE8;;Люберцы г, Малаховка рп, Быковское ш, 4
44;https://t.me/+n9lUrMmdeHYzNTE6;;Люберцы г, Малаховка рп, Быковское ш, 2
45;https://t.me/+Vc8FX77uv29lZDQy;;Люберцы г, Малаховка рп, Станционная ул, 26
46;https://t.me/+NLB85oETcpM0MDg6;;Люберцы г, Малаховка рп, Красковское ш, 53
47;https://t.me/+OJaYrTHryEEyYzVi;;Люберцы г, Малаховка рп, Константинова ул, 23
48;https://t.me/+s1FvwHrV1jA4ZjRi;;Люберцы г, Малаховка рп, 1-я Первомайская ул, 12
49;https://t.me/+QkgQQBwJBbQwZmIy;;Люберцы г, Малаховка рп, Советская ул, 39
50;https://t.me/+VE5hdTJgou84NDRi;;Люберцы г, Малаховка рп, Новомалаховская ул, 16
51;https://t.me/+Q8wLeWP-NbhhMTcy;;Люберцы г, Малаховка рп, Новый пр-кт, 13
52;https://t.me/+q1QqlxHUdI9iNGMy;;Люберцы г, Малаховка рп, Большое Кореневское ш, 34
53;https://t.me/+6Ftw3XS1AGJmM2Uy;;Люберцы г, Малаховка рп, Экспериментальная ул, 9 А
54;https://t.me/+ymlmOQ2tAFhhY2Y6;;Люберцы г, Малаховка рп, Южная ул, 17
55;https://t.me/+1cJhpxCzvSkwYTBi;;Люберцы г, Малаховка рп, Шоссейная ул, 4
56;https://t.me/+nO9nBENhIzNjMTQy;;Люберцы г, Малаховка рп, Чайковского ул, 40
57;https://t.me/+ibjPO6LRXdQ2MGI6;;Люберцы г, Малаховка рп, Кирова ул, 6
58;https://t.me/+8ECxSivVrkVjZjBi;;Люберцы г, Малаховка рп, Быковское ш, 1
59;https://t.me/+Ku-hzXLWYFEzMWUy;;Люберцы г, Малаховка рп, Калинина ул, 29 3А

Итого:;59


ГРУППЫ С ОГРАНИЧЕНИЕМ TELEGRAM (FloodWait)
N;Ссылка;Город;Адрес;Ошибка
1;https://t.me/+SWodvknbKT4yMzhi;;Люберцы г, Красково дп, Лорха ул, 15;A wait of 103 seconds is required (caused by ImportChatInviteRequest)
2;https://t.me/+S_flA_IvriNhYzZi;;Люберцы г, Красково дп, Лорха ул, 3;A wait of 142 seconds is required (caused by ImportChatInviteRequest)
3;https://t.me/+v7JBivR-Ap44ZjY6;;Люберцы г, Комсомольский пр-кт, 8/2;A wait of 674 seconds is required (caused by ImportChatInviteRequest)
4;https://t.me/+N-28L68JIaVkNGZi;;Люберцы г, Преображенская ул, 17 1;A wait of 965 seconds is required (caused by ImportChatInviteRequest)
5;https://t.me/+Dc-qcatSritmMzJi;;Люберцы г, Победы пр-кт, 17 1;A wait of 803 seconds is required (caused by ImportChatInviteRequest)
6;https://t.me/+sODWmcZxfbE2Y2U6;;Люберцы г, Преображенская ул, 17 2;A wait of 1014 seconds is required (caused by ImportChatInviteRequest)
7;https://t.me/+_FFVA9ijAC81YjY6;;Люберцы г, Преображенская ул, 13;A wait of 990 seconds is required (caused by ImportChatInviteRequest)
8;https://t.me/+1eg-nqsQOFEwZWNi;;Люберцы г, Преображенская ул, 9;A wait of 1038 seconds is required (caused by ImportChatInviteRequest)
9;https://t.me/+ZI1iGHilEBJlY2Iy;;Люберцы г, Победы пр-кт, 16 2;A wait of 1077 seconds is required (caused by ImportChatInviteRequest)
10;https://t.me/+pOFoeuufmVcwN2Q6;;Люберцы г, Победы пр-кт, 16 3;A wait of 1058 seconds is required (caused by ImportChatInviteRequest)
11;https://t.me/+TrmWYHH6w5phZTYy;;Люберцы г, Назаровская ул, 1;A wait of 1129 seconds is required (caused by ImportChatInviteRequest)
12;https://t.me/+tvm5GspiySM1NWQ6;;Люберцы г, Черемухина ул, 22;A wait of 1105 seconds is required (caused by ImportChatInviteRequest)
13;https://t.me/+Ni2gd7y4eG40MzA6;;Люберцы г, Черемухина ул, 24/10;A wait of 1157 seconds is required (caused by ImportChatInviteRequest)
14;https://t.me/+jAy0x1soeqtmMDMy;;Люберцы г, Преображенская ул, 6 2;A wait of 1199 seconds is required (caused by ImportChatInviteRequest)
15;https://t.me/+WfqyQfn_ITxkZWUy;;Люберцы г, Назаровская ул, 5/8;A wait of 1179 seconds is required (caused by ImportChatInviteRequest)
16;https://t.me/+pFmT69W_J_NhNTZi;;Люберцы г, Победы пр-кт, 18;A wait of 1222 seconds is required (caused by ImportChatInviteRequest)
17;https://t.me/+7Elq4p8VZmo5M2E6;;Люберцы г, Победы пр-кт, 13;A wait of 1273 seconds is required (caused by ImportChatInviteRequest)
18;https://t.me/+lvDmS3PyR1hjMTcy;;Люберцы г, Победы пр-кт, 14;A wait of 1249 seconds is required (caused by ImportChatInviteRequest)
19;https://t.me/+DPZxpzvJbog3ZTRi;;Люберцы г, Победы пр-кт, 10/18 (Гагарина пр-кт, 18/10 );A wait of 1315 seconds is required (caused by ImportChatInviteRequest)
20;https://t.me/+tLDULjnX5Z0wMzIy;;Люберцы г, Победы пр-кт, 11 2;A wait of 1290 seconds is required (caused by ImportChatInviteRequest)
21;https://t.me/+96ld1E-zFuFlMjgy;;Люберцы г, Гагарина пр-кт, 23;A wait of 1356 seconds is required (caused by ImportChatInviteRequest)
22;https://t.me/+JMaV_cSn5W04NWRi;;Люберцы г, Победы пр-кт, 9/20 (Гагарина пр-кт, 20/9 );A wait of 1337 seconds is required (caused by ImportChatInviteRequest)
23;https://t.me/+5hTzq8j9eYc1MWZi;;Люберцы г, Гагарина пр-кт, 24 3;A wait of 1396 seconds is required (caused by ImportChatInviteRequest)
24;https://t.me/+tb71UQ6k6jwyZjVi;;Люберцы г, Гагарина пр-кт, 26 3;A wait of 1373 seconds is required (caused by ImportChatInviteRequest)
25;https://t.me/+9DrEdp-mFlVhMjIy;;Люберцы г, Гагарина пр-кт, 26 2;A wait of 1420 seconds is required (caused by ImportChatInviteRequest)
26;https://t.me/+zZv7d-aIViphNWVi;;Люберцы г, Гагарина пр-кт, 24 2;A wait of 1441 seconds is required (caused by ImportChatInviteRequest)
27;https://t.me/+hpD7jrk_zPcxZGY6;;Люберцы г, Гагарина пр-кт, 15/8 (Победы пр-кт, 8/15 );A wait of 73 seconds is required (caused by ImportChatInviteRequest)
28;https://t.me/+prcIlP0Zt2c0M2I6;;Люберцы г, Гагарина пр-кт, 12;A wait of 122 seconds is required (caused by ImportChatInviteRequest)
29;https://t.me/+XXfBBC9dKG5kYTUy;;Люберцы г, Гагарина пр-кт, 14;A wait of 98 seconds is required (caused by ImportChatInviteRequest)
30;https://t.me/+GAepG3fCJZgzMzli;;Люберцы г, Комсомольский пр-кт, 20 2;A wait of 162 seconds is required (caused by ImportChatInviteRequest)
31;https://t.me/+mPqzfjo_Fd40M2My;;Люберцы г, Гагарина пр-кт, 8/7 (Преображенская ул, 7/8 );A wait of 143 seconds is required (caused by ImportChatInviteRequest)
32;https://t.me/+692t6i6CSPgyNzNi;;Люберцы г, Комсомольский пр-кт, 14 2;A wait of 188 seconds is required (caused by ImportChatInviteRequest)
33;https://t.me/+n9lUrMmdeHYzNTE54;;Люберцы г, Малаховка рп, Моновский проезд, 4;A wait of 150 seconds is required (caused by ImportChatInviteRequest)
34;https://t.me/+n9lUrMmdeHYzNTE50;;Люберцы г, Малаховка рп, Дачная ул, 5;A wait of 119 seconds is required (caused by ImportChatInviteRequest)
35;https://t.me/+n9lUrMmdeHYzNTE46;;Люберцы г, Малаховка рп, Электропоселок ул, 10;A wait of 152 seconds is required (caused by ImportChatInviteRequest)
36;https://t.me/+n9lUrMmdeHYzNTE30;;Люберцы г, Малаховка рп, Быковское ш, 20 МПС;A wait of 99 seconds is required (caused by ImportChatInviteRequest)
37;https://t.me/+n9lUrMmdeHYzNTE13;;Люберцы г, Малаховка рп, Быковское ш, 10;A wait of 369 seconds is required (caused by ImportChatInviteRequest)
38;https://t.me/+n9lUrMmdeHYzNTE9;;Люберцы г, Малаховка рп, Быковское ш, 6;A wait of 240 seconds is required (caused by ImportChatInviteRequest)
39;https://t.me/+tId0IVO71ug5ODcy;;Люберцы г, Малаховка рп, Пушкина ул, 24;A wait of 121 seconds is required (caused by ImportChatInviteRequest)
40;https://t.me/+Kp6p1fxhSCNlZDU6;;Люберцы г, 3-е почтовое отделение ул, 69;A wait of 79 seconds is required (caused by ImportChatInviteRequest)
41;https://t.me/+Vb6ZaAuno5Y2Mzg6;;Люберцы г, 3-е почтовое отделение ул, 8;A wait of 98 seconds is required (caused by ImportChatInviteRequest)
42;https://t.me/+R_ImeJfW6AdkMTYy;;Люберцы г, Октябрьский пр-кт, 380 Е;A wait of 112 seconds is required (caused by ImportChatInviteRequest)
43;https://t.me/+bBLlk725j9NkNmEy;;Люберцы г, Мира ул, 11;A wait of 77 seconds is required (caused by ImportChatInviteRequest)
44;https://t.me/+S52926K1QttjMDRi;;ВУГИ, д.5;A wait of 106 seconds is required (caused by ImportChatInviteRequest)
45;https://t.me/+x0oD93I9dI9hYWVi;;Люберцы г, Октябрьский пр-кт, 403 1 А;A wait of 136 seconds is required (caused by ImportChatInviteRequest)
46;https://t.me/+G-jzxPntNcQ0NTcy;;Люберцы г, Октябрьский пр-кт, 375 2 А;A wait of 62 seconds is required (caused by ImportChatInviteRequest)
47;https://t.me/+6GrPaYdkcSpiODFi;;Люберцы г, Октябрьский пр-кт, 373 4;A wait of 162 seconds is required (caused by ImportChatInviteRequest)
48;https://t.me/+PIBrc5FI7MQ5MDZi;;Люберцы г, Октябрьский пр-кт, 325/2 (Хлебозаводская ул, 2/325 );A wait of 87 seconds is required (caused by ImportChatInviteRequest)
49;https://t.me/+oNzDDpcKGMVkOWZi;;Люберцы г, Октябрьский пр-кт, 120 2;A wait of 213 seconds is required (caused by ImportChatInviteRequest)
50;https://t.me/+o2dGVw4S1XxmMjIy;;Люберцы г, Куракинская ул, 6;A wait of 507 seconds is required (caused by ImportChatInviteRequest)
51;https://t.me/+8n1tOhIJwltlYmEy;;Люберцы г, Октябрьский пр-кт, 120 1;A wait of 363 seconds is required (caused by ImportChatInviteRequest)
52;https://t.me/+7SD6meIb_pRjMTEy;;Люберцы г, Куракинская ул, 5;A wait of 651 seconds is required (caused by ImportChatInviteRequest)
53;https://t.me/+p_tZP9-AHZg4NWMy;;Люберцы г, Куракинская ул, 3;A wait of 923 seconds is required (caused by ImportChatInviteRequest)
54;https://t.me/+WBVZubruaAhkYWFi;;Люберцы г, Куракинская ул, 4;A wait of 766 seconds is required (caused by ImportChatInviteRequest)
55;https://t.me/+OqsoDhqKw4plNzNi;;Люберцы г, Красноармейская ул, 18;A wait of 1057 seconds is required (caused by ImportChatInviteRequest)
56;https://t.me/+QB_VwQMkONQ1YmZi;;Люберцы г, Красноармейская ул, 16;A wait of 1209 seconds is required (caused by ImportChatInviteRequest)
57;https://t.me/+2Y_YrwZxM0A3ZmYy;;Люберцы г, Кирова ул, 14;A wait of 98 seconds is required (caused by ImportChatInviteRequest)

Итого:;57


ГРУППЫ В ОЧЕРЕДИ (ещё не пробовали)
N;Ссылка;Город;Адрес
1;https://t.me/+4G9an4guzhdjMTky;;Люберцы г, Октябрьский рп, Первомайская ул, 1
2;https://t.me/+NIEXiSW2zYdjYTAy;;Люберцы г, Малаховка рп, Быковское ш, 30 1
3;https://t.me/+pRKF3EIuszJkYmYy;;Люберцы г, Томилино рп, Пушкина ул, 8
4;https://t.me/+LRXgMsc1n7plNmUy;;Люберцы г, Красково дп, Лорха ул, 11
5;https://t.me/+ajHg10m_hOhlMDY6;;Люберцы г, Малаховка рп, Быковское ш, 27
6;https://t.me/+84BPULwVU61jY2Ni;;Люберцы г, Малаховка рп, Комсомольская ул, 1
7;https://t.me/+CZII5B674k1kODVi;;Люберцы г, Октябрьский рп, Комсомольская ул, 6
8;https://t.me/myhome_sodeistvie;;Люберцы г, Октябрьский рп, 60 лет Победы ул, 10 А
9;https://t.me/+NVvdcpmRxDNmNTY6;;Люберцы г, Октябрьский рп, Текстильщиков ул, 1
10;https://t.me/+dHXtCF7p8lA5MTk6;;Люберцы г, Октябрьский рп, Новая ул, 5
11;https://t.me/+xHoHx6zErexiZTU6;;Люберцы г, Октябрьский рп, Ленинградская ул, 15
12;https://t.me/+s1uY6soNQhU0ZTky;;Люберцы г, Октябрьский рп, Первомайская ул, 16
13;https://t.me/+VI4n9NOwaCUzYjEy;;Люберцы г, Октябрьский рп, Ленина ул, 38
14;https://t.me/+C6kf5I42VhVkNTE6;;Люберцы г, Октябрьский рп, Первомайская ул, 12
15;https://t.me/+_W6PgsnWIP0zNWQy;;Люберцы г, Октябрьский рп, Текстильщиков ул, 4
16;https://t.me/+LfiyHpvKA51kZjcy;;Люберцы г, Октябрьский рп, Первомайская ул, 4
17;https://t.me/+bJuJqQIE1WhmMmYy;;Люберцы г, Октябрьский рп, 60 лет Победы ул, 1
18;https://t.me/+gbeBcpI9HqIxNzMy;;Люберцы г, Томилино рп, Потехина ул, 1
19;https://t.me/+CmKXl5l2f2M4NTIy;;Люберцы г, Томилино рп, Гоголя ул, 54 2
20;https://t.me/+2GaOlu-SHIBjNzcy;;Люберцы г, Томилино рп, Чернышевского ул, 9/13 1 (Державина ул, 13/9 1)
21;https://t.me/+LnAgp4W1E4c1NWMy;;Люберцы г, Томилино рп, Рязанское ш, 42
22;https://t.me/+UYbkZKg_okk3NGVi;;Люберцы г, Томилино рп, Тургенева ул, 12
23;https://t.me/+LgWWD8XuO705NjRi;;Люберцы г, Томилино рп, Пионерская ул, 20
24;https://t.me/+FuIAgk_Aei05ZDcy;;Люберцы г, Томилино рп, Пионерская ул, 12
25;https://t.me/+xEavoXfhBGIwYjhi;;Люберцы г, Томилино рп, Пионерская ул, 15
26;https://t.me/+JsS9SB45fUMyNmU6;;Люберцы г, Томилино рп, Пионерская ул, 1 1
27;https://t.me/+xIzNq1Hk-qsxZmUy;;Люберцы г, Томилино рп, Пионерская ул, 7
28;https://t.me/+ixTYcCegMLg4Y2Yy;;Люберцы г, Томилино рп, Гаршина ул, 14
29;https://t.me/+DG4n4Ol2g9s0ZjAy;;Люберцы г, Томилино рп, Гаршина ул, 20 Г
30;https://t.me/+_TTFUIGfUQA5Yjdi;;Люберцы г, Томилино рп, Гаршина ул, 9/3
31;https://t.me/+qVGdP3RthPFmZWEy;;Люберцы г, Томилино рп, Гаршина ул, 9 А 14
32;https://t.me/+SVzAnNhT4KQzNTQy;;Люберцы г, Томилино рп, Гаршина ул, 9/2
33;https://t.me/+Ri5xGn16fIo0YjRi;;Люберцы г, Томилино рп, Гаршина ул, 9 А 5
34;https://t.me/+6KIyechPWpZmMTVi;;Люберцы г, Томилино рп, Гаршина ул, 9 А 8
35;https://t.me/+Uy6dKGzFaj03Y2Ji;;Люберцы г, Томилино рп, Гаршина ул, 9/1
36;https://t.me/+ZgN2UmnD83ozYzVi;;Люберцы г, Томилино рп, Гаршина ул, 9 А 1
37;https://t.me/+CM-SyNFWijk5YzBi;;Люберцы г, Томилино рп, Гоголя ул, 50
38;https://t.me/+40vfcIZlc202YjQ6;;Люберцы г, Томилино рп, Гаршина ул, 6
39;https://t.me/+j_J3xmA7gXBiZDY6;;Люберцы г, Томилино рп, Гоголя ул, 44
40;https://t.me/+tqMgrig22gRkOWYy;;Люберцы г, Томилино рп, Гоголя ул, 34
41;https://t.me/+l7NtlowJAUNkODVi;;Люберцы г, Томилино рп, Гоголя ул, 41
42;https://t.me/+_t-9F2EEejdhNWUy;;Люберцы г, Томилино рп, Гоголя ул, 19
43;https://t.me/+U4604eLnHyc5YjI6;;Люберцы г, Томилино рп, Гоголя ул, 20 Б
44;https://t.me/+1lxnnV7bGHpiN2Vi;;Люберцы г, Томилино рп, Гоголя ул, 15/1
45;https://t.me/+KOVXLU48wok2ZTZi;;Люберцы г, Томилино рп, Гоголя ул, 12
46;https://t.me/+53TdW6TWUSU3MTIy;;Люберцы г, Томилино рп, Гоголя ул, 15
47;https://t.me/+iFzm3g9W7B9hZjZi;;Люберцы г, Красково дп, Лорха ул, 13
48;https://t.me/+sNkxdVqDPZ42ZDdi;;Люберцы г, Томилино рп, Гоголя ул, 4/1
49;https://t.me/+aYB3ULQBYUc2ODM6;;Люберцы г, Красково дп, 2-й Осоавиахимовский проезд, 10
50;https://t.me/+XcIYkCjrJHA1MDQy;;Люберцы г, Красково дп, Железнодорожная ул, 78
51;https://t.me/+CG81U5OQTTc3YTgy;;Люберцы г, Красково дп, КСЗ ул, 13
52;https://t.me/+LgqduoksyqtiZjky;;Люберцы г, Красково дп, КСЗ ул, 7
53;https://t.me/+wzRHcfyzHjJiYTE6;;Люберцы г, Красково дп, КСЗ ул, 9
54;https://t.me/+3Az9UKCdZNZiNGUy;;Люберцы г, Красково дп, 2-я Заводская ул, 24
55;https://t.me/+04GER5ELMy8zMWY6;;Люберцы г, Красково дп, Карла Маркса ул, 92
56;https://t.me/+a87dpCMJWcM3OTJi;;Люберцы г, Красково дп, 2-я Заводская ул, 12
57;https://t.me/+teAq_foH0EdjZThi;;Люберцы г, Красково дп, Карла Маркса ул, 119
58;https://t.me/+s-ybndJImoRmYmIy;;Люберцы г, Красково дп, Карла Маркса ул, 2 1
59;https://t.me/+AhbV8MmE5s1iYzY6;;Люберцы г, Красково дп, Карла Маркса ул, 117 17
60;https://t.me/+HW1BJEGewgxhY2My;;Люберцы г, Красково дп, Карла Маркса ул, 117 12
61;https://t.me/+oWQBxwSzu0wyMThi;;Люберцы г, Красково дп, Карла Маркса ул, 117 16
62;https://t.me/+ytEgz8fg-vI4OTFi;;Люберцы г, Красково дп, Карла Маркса ул, 117 1
63;https://t.me/+nb1sEljoTGhiYzE6;;Люберцы г, Красково дп, Карла Маркса ул, 117 6
64;https://t.me/+1EseUf8caOZhN2U6;;Люберцы г, Красково дп, Школьная ул, 5
65;https://t.me/+djzYCxx6yG43Njli;;Люберцы г, Красково дп, Федянина ул, 1
66;https://t.me/+r_l_YNzZHDA0MjYy;;Люберцы г, Красково дп, Школьная ул, 1
67;https://t.me/+6UL86rzyYIVhMjEy;;Люберцы г, Красково дп, Некрасова ул, 2
68;https://t.me/+docwpwQNS-ViNWIy;;Люберцы г, Красково дп, Островского ул, 2
69;https://t.me/+QPiyW3sMx2c2MGNi;;Люберцы г, Красково дп, Чехова ул, 16
70;https://t.me/+IO1S2dzxHhE1MmFi;;Люберцы г, Красково дп, Некрасова ул, 1
71;https://t.me/+gHuygHuUMpxiOTMy;;Люберцы г, Красково дп, Лорха ул, 17

Итого:;71


ГРУППЫ ИЗ КОТОРЫХ ВЫШЛИ
N;Группа;Ссылка;Город;Дата выхода
1;Попова 7;https://t.me/+2DoboPJZA1lhMDhi;;13.02.2026 16:37
2;Шевлякова 8;https://t.me/+BnZgeAFzO-M0ZjMy;;13.02.2026 16:37
3;28 - 8 Марта;https://t.me/+RS-Q49qhZR02ZjAy;;13.02.2026 16:37
4;Люберцы г, 3-е п/о, 94;https://t.me/+Rb5y73isC484ZDEy;;13.02.2026 16:37
5;Люберцы г, 3-е п/о, 90;https://t.me/+7UkaqFYdU0g3YTk6;;13.02.2026 16:37
6;Люберцы г, 3-е п/о, 84;https://t.me/+YXhdOjS-lBZiMzYy;;13.02.2026 16:38
7;Люберцы г, 3-е п/о, 86;https://t.me/+Pl57FBHuUSwwNGIy;;13.02.2026 16:38
